6	2
10	2
13	2
16	2
18	2
20	2
22	2
29	2
31	2
32	2
39	2
40	2
42	2
44	2
47	2
49	2
50	2
53	2
55	2
59	2
64	2
68	2
71	2
75	2
81	2
85	2
88	2
93	2
96	2
99	2
101	2
105	2
107	2
109	2
112	2
113	2
118	2
123	2
126	2
127	2
131	2
133	2
136	2
137	2
138	2
146	2
157	2
161	160
168	160
170	2
171	2
176	173
179	2
187	2
191	2
194	2
209	2
222	2
226	2
234	2
237	2
262	2
264	263
265	2
270	2
279	2
283	2
286	2
318	29438
319	29438
321	317
322	47877
323	251701
333	587753
335	294
338	2
340	339
349	2
351	2
352	2
355	353
356	2
357	2
1048936	198593
370	358
371	358
372	358
374	2
379	2
385	384
386	384
387	384
394	380
403	2
404	2
407	2
413	2
416	2
425	2
429	2
1049007	2
1049008	1249745
433	2
434	2
441	2
444	2
445	2
461	2
465	2
468	2
469	2
475	2
481	2
482	2
491	487
497	2
499	2
506	2
507	2
517	2
522	2
528	2
532	2
535	2
538	2
541	2
543	2
544	2
547	2
551	2
555	554
561	2
568	2
570	2
574	573
579	2
581	2
583	2
586	2
590	2
594	28901
595	28901
596	28901
597	28901
598	28901
600	28901
604	28901
605	28901
607	28901
610	28901
611	28901
612	28901
613	2
620	2
626	2
629	2
635	2
637	2
641	2
642	2
657	2
658	553611
662	2
664	663
686	666
702	2
712	2
713	2
724	2
725	727
745	2
766	2
768	2
772	2
773	2
775	2
776	2
780	2
809	2
810	2
815	2
816	2
830	2
832	2
834	833
836	2
838	2
841	2
843	2
846	2
848	2
862	2
864	2
866	2
868	2
869	2
872	2
882	881
883	881
884	32016
890	2
893	2
896	2
898	2
904	2
906	2
911	2
914	2
919	2
933	2
936	2
939	2
942	2
943	2
952	2
953	2
1223498	1363
958	2
963	2
965	2
967	2
174924	2
970	2
972	2
973	2
976	2
978	2
992	2
1007	2
1011	2
1013	2
1016	2
1021	2
1023	2
1030	2
1033	2
1041	2
1046	2
1047	2
1051	2
1056	2
1060	2
1064	2
1068	2
1070	2
1073	2
1081	2
1090	2
1091	2
1099	2
1101	2
1103	2
1106	2
1107	2
1109	2
1111	2
1117	2
1118	2
1119	2
1121	2
1123	2
1125	2
1129	2
1048765	562
1140	32046
1142	2
1150	2
1152	2
1154	2
1158	2
1161	2
1162	2
1163	2
1175	2
1177	2
1181	1179
1182	2
1183	2
1185	2
1186	2
1189	2
1190	2
1049771	174
1198	2
1203	2
1205	2
1049786	174
1212	2
1213	2
1214	2
1217	2
1218	2
1221	2
1222	2
1224	2
1049801	173
1049802	173
1227	2
1049804	173
1049806	173
1232	2
1234	2
1236	2
1237	2
1239	2
1243	2
1253	2
1257	2
1263	2
1266	2
1268	2
1269	2
1279	2
1287	1286
1297	2
1298	2
1300	2
1301	2
1049903	173
1049906	173
1049907	173
1049920	173
1049923	173
1350	2
1357	2
1359	1358
1360	1358
1049937	173
1049938	173
1049943	29507
1049944	29507
1049945	29507
1370	2
1372	2
1375	2
1378	2
1380	2
1385	2
1386	2
1049963	29507
1388	405212
1049979	28183
1430	1428
1432	1428
1433	1428
1434	1428
1435	1428
1436	1428
1440	1428
1441	1428
1442	1428
1444	1428
1468	948756
1477	1464
1483	1423
1485	2
1552	238834
1562	2
1567	2
1569	2
1573	2
1578	2
1585	1584
1050184	1166
1050187	264686
1050193	28901
1634	1599
1637	2
1050220	83554
1645	2
1647	2
1649	2
1651	2
1653	2
1654	2
1663	2
1678	2
1679	216816
1682	216816
1690	1694
1695	216816
1696	2
1707	2
1716	2
1730	2
1740	2
1743	2
1752	1744
1754	2
1760	2
1762	2
1763	2
1770	1764
1813	2
1817	2
1827	2
1835	2
1839	2
1847	2
1849	2
1851	2
1854	2
1860	2
1862	2
1865	2
1873	2
1883	2
1962	1888
